TF	 Summit ID	Chromosome	Summit start	Summit end	TSS start	TSS strand	GeneID	Distance to TSS from summit center	Motif coincidence
PIF3	910	Chr5	23981601	23981602	NA	_	AT5G59480	12	G
PIF3	912	Chr5	24478900	24478901	NA	+	AT5G60850	1549	G
PIF3	915	Chr5	25092298	25092299	NA	+	AT5G62500	343	G
PIF3	916	Chr5	25431596	25431597	NA	_	AT5G63520	2485	G/PBE
PIF3	916	Chr5	25431596	25431597	NA	+	AT5G63530	1558	G/PBE
PIF3	917	Chr5	25484581	25484582	NA	+	AT5G63660	1111	G/PBE
PIF3	917	Chr5	25484581	25484582	NA	_	AT5G63650	863	G/PBE
PIF3	918	Chr5	25609289	25609290	NA	_	AT5G63970	43	PBE
PIF3	918	Chr5	25609289	25609290	NA	+	AT5G63980	523	PBE
PIF3	919	Chr5	25685968	25685969	NA	_	AT5G64210	305	G
PIF3	919	Chr5	25685968	25685969	NA	+	AT5G64220	278	G
PIF3	922	Chr5	25793928	25793929	NA	+	AT5G64530	1305	G/PBE
PIF3	926	Chr5	26172044	26172045	NA	_	AT5G65460	3044	PBE
PIF3	926	Chr5	26172044	26172045	NA	+	AT5G65470	87	PBE
PIF3	928	Chr5	26574068	26574069	NA	+	AT5G66590	113	G/PBE
PIF3	929	Chr5	26632308	26632309	NA	+	AT5G66700	2012	G
PIF3	934	Chr1	2848292	2848293	NA	_	AT1G08880	493	PBE
PIF3	934	Chr1	2848292	2848293	NA	+	AT1G08890	56	PBE
PIF3	940	Chr1	5388591	5388592	NA	+	AT1G15670	1361	PBE
PIF3	941	Chr1	5535653	5535654	NA	+	AT1G16160	320	PBE
PIF3	943	Chr1	7664998	7664999	NA	+	AT1G21835	666	PBE
PIF3	943	Chr1	7664998	7664999	NA	_	AT1G21830	2391	PBE
PIF3	944	Chr1	7897694	7897695	NA	_	AT1G22360	104	G/PBE
PIF3	946	Chr1	9825171	9825172	NA	+	AT1G28130	115	PBE
PIF3	947	Chr1	10321086	10321087	NA	+	AT1G29500	124	PBE
PIF3	949	Chr1	11810042	11810043	NA	+	AT1G32660	998	G
PIF3	952	Chr1	18432984	18432985	NA	_	AT1G49780	2666	G
PIF3	956	Chr1	24487224	24487225	NA	+	AT1G65840	2556	G
PIF3	956	Chr1	24487224	24487225	NA	_	AT1G65830	152	G
PIF3	959	Chr1	26484973	26484974	NA	_	AT1G70300	3344	G
PIF3	960	Chr1	28876183	28876184	NA	_	AT1G76890	892	G
PIF3	963	Chr2	304492	304493	NA	+	AT2G01680	1893	PBE
PIF3	968	Chr2	7074090	7074091	NA	+	AT2G16365	272	PBE
PIF3	971	Chr2	8139622	8139623	NA	_	AT2G18780	1505	G
PIF3	971	Chr2	8139622	8139623	NA	+	AT2G18790	259	G
PIF3	972	Chr2	8544214	8544215	NA	+	AT2G19806	1420	G
PIF3	973	Chr2	9214648	9214649	NA	_	AT2G21510	1591	G
PIF3	973	Chr2	9214648	9214649	NA	+	AT2G21520	1268	G
PIF3	974	Chr2	9702828	9702829	NA	_	AT2G22795	2932	G
PIF3	977	Chr2	13194154	13194155	NA	+	AT2G31010	31	G
PIF3	978	Chr2	13496324	13496325	NA	_	AT2G31740	1215	PBE
PIF3	978	Chr2	13496324	13496325	NA	+	AT2G31750	909	PBE
PIF3	981	Chr2	14591980	14591981	NA	_	AT2G34650	193	G
PIF3	981	Chr2	14591980	14591981	NA	+	AT2G34655	4651	G
PIF3	982	Chr2	16361948	16361949	NA	_	AT2G39200	2136	PBE
PIF3	983	Chr2	17130266	17130267	NA	+	AT2G41070	522	G/PBE
PIF3	986	Chr2	17770198	17770199	NA	_	AT2G42660	1909	PBE
PIF3	988	Chr2	19227818	19227819	NA	_	AT2G46770	4903	PBE
PIF3	988	Chr2	19227818	19227819	NA	+	AT2G46780	1475	PBE
PIF3	990	Chr3	1830848	1830849	NA	_	AT3G06060	649	PBE
PIF3	992	Chr3	3428976	3428977	NA	_	AT3G10960	1980	G
PIF3	993	Chr3	3770599	3770600	NA	+	AT3G11920	1712	G
PIF3	993	Chr3	3770599	3770600	NA	_	AT3G11910	187	G
PIF3	996	Chr3	4846166	4846167	NA	+	AT3G14450	3622	G
PIF3	997	Chr3	6491628	6491629	NA	_	AT3G18830	356	PBE
PIF3	997	Chr3	6491628	6491629	NA	+	AT3G18840	4570	PBE
PIF3	999	Chr3	7326270	7326271	NA	+	AT3G20910	112	G
PIF3	999	Chr3	7326270	7326271	NA	_	AT3G20900	1601	G
PIF3	1000	Chr3	7643718	7643719	NA	+	AT3G21700	632	PBE
PIF3	1001	Chr3	8194633	8194634	NA	+	AT3G23050	46	G/PBE
PIF3	1003	Chr3	12453966	12453967	NA	_	AT3G30775	2719	G
PIF3	1004	Chr3	15357175	15357176	NA	_	AT3G43431	1190	PBE
PIF3	1009	Chr3	18563336	18563337	NA	_	AT3G50060	4231	G/PBE
PIF3	1013	Chr3	21523506	21523507	NA	_	AT3G58120	180	G/PBE
PIF3	1013	Chr3	21523506	21523507	NA	+	AT3G58130	4134	G/PBE
PIF3	1017	Chr4	8323943	8323944	NA	+	AT4G14470	3683	G/PBE
PIF3	1019	Chr4	8358226	8358227	NA	+	AT4G14560	2832	PBE
PIF3	1020	Chr4	8570702	8570703	NA	+	AT4G15000	1131	PBE
PIF3	1020	Chr4	8570702	8570703	NA	_	AT4G14990	889	PBE
PIF3	1021	Chr4	8680139	8680140	NA	+	AT4G15230	43	G
PIF3	1023	Chr4	9429816	9429817	NA	_	AT4G16760	953	PBE
PIF3	1028	Chr4	10938846	10938847	NA	_	AT4G20240	4635	PBE
PIF3	1028	Chr4	10938846	10938847	NA	+	AT4G20260	1893	PBE
PIF3	1030	Chr4	13073270	13073271	NA	+	AT4G25630	863	PBE
PIF3	1030	Chr4	13073270	13073271	NA	_	AT4G25620	3592	PBE
PIF3	1043	Chr4	18399923	18399924	NA	+	AT4G39640	32	G
PIF3	1043	Chr4	18399923	18399924	NA	_	AT4G39630	537	G
PIF3	1044	Chr5	806074	806075	NA	+	AT5G03330	890	G/PBE
PIF3	1047	Chr5	5234119	5234120	NA	_	AT5G16023	1234	G
PIF3	1047	Chr5	5234119	5234120	NA	+	AT5G16030	4059	G
PIF3	1050	Chr5	7252162	7252163	NA	_	AT5G21940	1624	G
PIF3	1051	Chr5	8711188	8711189	NA	_	AT5G25190	3441	PBE
PIF3	1055	Chr5	17199846	17199847	NA	_	AT5G42900	54	G
PIF3	1057	Chr5	18215806	18215807	NA	+	AT5G45100	2893	PBE
PIF3	1061	Chr5	23577242	23577243	NA	+	AT5G58320	197	G
PIF3	1061	Chr5	23577242	23577243	NA	_	AT5G58310	1159	G
PIF4	3	Chr1	13740	13741	13713	-	AT1G01030	26	PBE
PIF4	6	Chr1	51425	51426	51198	-	AT1G01100	226	PBE
PIF4	6	Chr1	51425	51426	52239	+	AT1G01110	813	PBE
PIF4	7	Chr1	108288	108289	105329	-	AT1G01250	2958	G
PIF4	7	Chr1	108288	108289	108946	+	AT1G01260	657	G
PIF4	8	Chr1	146331	146332	147153	+	AT1G01380	821	G
PIF4	15	Chr1	437033	437034	436775	-	AT1G02230	257	PBE
PIF4	16	Chr1	469323	469324	467843	-	AT1G02340	1479	G
PIF4	16	Chr1	469323	469324	469818	+	AT1G02350	494	G
PIF4	17	Chr1	484585	484586	483918	-	AT1G02391	666	PBE
PIF4	17	Chr1	484585	484586	486801	+	AT1G02400	2215	PBE
PIF4	21	Chr1	575586	575587	574980	-	AT1G02660	605	G&PBE
PIF4	21	Chr1	575586	575587	576046	+	AT1G02670	459	G&PBE
PIF4	23	Chr1	687422	687423	687314	-	AT1G02990	107	G
PIF4	24	Chr1	771471	771472	773411	+	AT1G03180	1939	PBE
PIF4	26	Chr1	850619	850620	852366	+	AT1G03440	1746	PBE
PIF4	27	Chr1	868236	868237	867732	-	AT1G03470	503	PBE
PIF4	28	Chr1	899931	899932	900887	+	AT1G03610	955	G&PBE
PIF4	30	Chr1	954326	954327	951826	-	AT1G03780	2499	PBE
PIF4	30	Chr1	954326	954327	954525	+	AT1G03790	198	PBE
PIF4	32	Chr1	1072056	1072057	1071046	-	AT1G04120	1009	PBE
PIF4	32	Chr1	1072056	1072057	1073427	+	AT1G04130	1370	PBE
PIF4	33	Chr1	1103362	1103363	1100607	-	AT1G04171	2754	G
PIF4	33	Chr1	1103362	1103363	1104623	+	AT1G04180	1260	G
PIF4	34	Chr1	1129715	1129716	1129550	-	AT1G04240	164	PBE
PIF4	46	Chr1	1469127	1469128	1469610	+	AT1G05100	482	G
PIF4	51	Chr1	1637950	1637951	1637862	-	AT1G05530	87	PBE
PIF4	51	Chr1	1637950	1637951	1639286	+	AT1G05540	1335	PBE
PIF4	52	Chr1	1744742	1744743	1744773	+	AT1G05805	30	G&PBE
PIF4	53	Chr1	1762078	1762079	1762224	+	AT1G05835	145	G&PBE
PIF4	54	Chr1	1773914	1773915	1773292	-	AT1G05870	621	G
PIF4	54	Chr1	1773914	1773915	1775643	+	AT1G05880	1728	G
PIF4	58	Chr1	1841186	1841187	1837647	-	AT1G06070	3538	PBE
PIF4	58	Chr1	1841186	1841187	1843568	+	AT1G06080	2381	PBE
PIF4	60	Chr1	1882656	1882657	1883004	+	AT1G06160	347	G
PIF4	63	Chr1	2104929	2104930	2103478	-	AT1G06840	1450	G
PIF4	63	Chr1	2104929	2104930	2105048	+	AT1G06850	118	G
PIF4	66	Chr1	2175089	2175090	2174893	-	AT1G07090	195	G
PIF4	66	Chr1	2175089	2175090	2177885	+	AT1G07100	2795	G
PIF4	67	Chr1	2277650	2277651	2277807	+	AT1G07420	156	G
PIF4	70	Chr1	2374948	2374949	2374544	-	AT1G07670	403	G&PBE
PIF4	70	Chr1	2374948	2374949	2376012	+	AT1G07680	1063	G&PBE
PIF4	71	Chr1	2488883	2488884	2488026	-	AT1G08010	856	PBE
PIF4	73	Chr1	2712242	2712243	2710911	-	AT1G08560	1330	G
PIF4	73	Chr1	2712242	2712243	2712883	+	AT1G08570	640	G
PIF4	76	Chr1	2848259	2848260	2847799	-	AT1G08880	459	PBE
PIF4	76	Chr1	2848259	2848260	2848348	+	AT1G08890	88	PBE
PIF4	77	Chr1	2864260	2864261	2867259	+	AT1G08920	2998	PBE
PIF4	79	Chr1	2991485	2991486	2993404	+	AT1G09260	1918	PBE
PIF4	83	Chr1	3084270	3084271	3086159	+	AT1G09540	1888	PBE
PIF4	85	Chr1	3248002	3248003	3252240	+	AT1G09970	4237	G
PIF4	87	Chr1	3324584	3324585	3323547	-	AT1G10140	1036	PBE
PIF4	87	Chr1	3324584	3324585	3325824	+	AT1G10150	1239	PBE
PIF4	89	Chr1	3420117	3420118	3419638	-	AT1G10410	478	PBE
PIF4	94	Chr1	3484366	3484367	3480987	-	AT1G10550	3378	G&PBE
PIF4	94	Chr1	3484366	3484367	3484580	+	AT1G10560	213	G&PBE
PIF4	97	Chr1	3676073	3676074	3675978	-	AT1G11000	94	PBE
PIF4	97	Chr1	3676073	3676074	3676607	+	AT1G11010	533	PBE
PIF4	101	Chr1	4082632	4082633	4080105	-	AT1G12070	2526	PBE
PIF4	101	Chr1	4082632	4082633	4084162	+	AT1G12080	1529	PBE
PIF4	102	Chr1	4103354	4103355	4105233	+	AT1G12110	1878	G
PIF4	105	Chr1	4328522	4328523	4328480	-	AT1G12710	41	PBE
PIF4	105	Chr1	4328522	4328523	4331062	+	AT1G12720	2539	PBE
PIF4	106	Chr1	4371489	4371490	4371292	-	AT1G12820	196	PBE
PIF4	107	Chr1	4379578	4379579	4379515	-	AT1G12845	62	PBE
PIF4	108	Chr1	4394506	4394507	4394399	-	AT1G12900	106	PBE
PIF4	109	Chr1	4398259	4398260	4398192	-	AT1G12920	66	G&PBE
PIF4	111	Chr1	4458969	4458970	4459166	+	AT1G13080	196	G
PIF4	113	Chr1	4524153	4524154	4522781	-	AT1G13240	1371	G
PIF4	114	Chr1	4526259	4526260	4526063	-	AT1G13245	195	G&PBE
PIF4	116	Chr1	4541783	4541784	4542168	+	AT1G13260	384	G&PBE
PIF4	121	Chr1	4713189	4713190	4713674	+	AT1G13740	484	G
PIF4	123	Chr1	4772850	4772851	4773576	+	AT1G13950	725	G
PIF4	125	Chr1	4893710	4893711	4892250	-	AT1G14330	1459	G
PIF4	125	Chr1	4893710	4893711	4897346	+	AT1G14340	3635	G
PIF4	126	Chr1	4894543	4894544	4892250	-	AT1G14330	2292	G
PIF4	126	Chr1	4894543	4894544	4897346	+	AT1G14340	2802	G
PIF4	130	Chr1	4903159	4903160	4907953	+	AT1G14350	4793	G
PIF4	131	Chr1	4904106	4904107	4907953	+	AT1G14350	3846	PBE
PIF4	142	Chr1	5145697	5145698	5143688	-	AT1G14910	2008	G&PBE
PIF4	142	Chr1	5145697	5145698	5149226	+	AT1G14920	3528	G&PBE
PIF4	145	Chr1	5153525	5153526	5153083	-	AT1G14930	441	PBE
PIF4	148	Chr1	5349742	5349743	5346165	-	AT1G15550	3576	G&PBE
PIF4	149	Chr1	5388583	5388584	5389952	+	AT1G15670	1368	PBE
PIF4	151	Chr1	5421526	5421527	5421032	-	AT1G15750	493	G
PIF4	154	Chr1	5543114	5543115	5543152	+	AT1G16190	37	G
PIF4	155	Chr1	5890856	5890857	5891324	+	AT1G17230	467	G
PIF4	159	Chr1	6139503	6139504	6138431	-	AT1G17830	1071	PBE
PIF4	159	Chr1	6139503	6139504	6142564	+	AT1G17840	3060	PBE
PIF4	161	Chr1	6219527	6219528	6218339	-	AT1G18070	1187	PBE
PIF4	161	Chr1	6219527	6219528	6220648	+	AT1G18075	1120	PBE
PIF4	164	Chr1	6296667	6296668	6297364	+	AT1G18290	696	PBE
PIF4	165	Chr1	6308658	6308659	6308012	-	AT1G18330	645	PBE
PIF4	166	Chr1	6331207	6331208	6331398	+	AT1G18400	190	G
PIF4	168	Chr1	6352452	6352453	6352470	+	AT1G18460	17	G
PIF4	170	Chr1	6393359	6393360	6395864	+	AT1G18580	2504	PBE
PIF4	171	Chr1	6409429	6409430	6409978	+	AT1G18620	548	PBE
PIF4	180	Chr1	6621000	6621001	6622094	+	AT1G19180	1093	G&PBE
PIF4	181	Chr1	6636975	6636976	6633086	-	AT1G19220	3888	PBE
PIF4	182	Chr1	6673668	6673669	6672652	-	AT1G19300	1015	PBE
PIF4	183	Chr1	6677740	6677741	6677672	-	AT1G19310	67	G&PBE
PIF4	183	Chr1	6677740	6677741	6679281	+	AT1G19320	1540	G&PBE
PIF4	185	Chr1	6719404	6719405	6716438	-	AT1G19410	2965	PBE
PIF4	185	Chr1	6719404	6719405	6719448	+	AT1G19415	43	PBE
PIF4	187	Chr1	6737964	6737965	6734881	-	AT1G19450	3082	G
PIF4	187	Chr1	6737964	6737965	6738484	+	AT1G19460	519	G
PIF4	188	Chr1	6845088	6845089	6840292	-	AT1G19790	4795	G&PBE
PIF4	188	Chr1	6845088	6845089	6846369	+	AT1G19800	1280	G&PBE
PIF4	190	Chr1	6874095	6874096	6873254	-	AT1G19840	840	PBE
PIF4	192	Chr1	6940768	6940769	6940581	-	AT1G20010	186	PBE
PIF4	192	Chr1	6940768	6940769	6941285	+	AT1G20015	516	PBE
PIF4	194	Chr1	7040727	7040728	7040158	-	AT1G20330	568	G&PBE
PIF4	195	Chr1	7041506	7041507	7040158	-	AT1G20330	1347	G
PIF4	196	Chr1	7090007	7090008	7089605	-	AT1G20450	401	G
PIF4	196	Chr1	7090007	7090008	7091361	+	AT1G20460	1353	G
PIF4	201	Chr1	7270500	7270501	7267322	-	AT1G20890	3177	G
PIF4	201	Chr1	7270500	7270501	7272556	+	AT1G20900	2055	G
PIF4	204	Chr1	7320182	7320183	7324588	+	AT1G20980	4405	G&PBE
PIF4	207	Chr1	7369239	7369240	7371666	+	AT1G21060	2426	G
PIF4	212	Chr1	7665004	7665005	7662607	-	AT1G21830	2396	PBE
PIF4	212	Chr1	7665004	7665005	7665664	+	AT1G21835	659	PBE
PIF4	222	Chr1	7834670	7834671	7830391	-	AT1G22180	4278	PBE
PIF4	222	Chr1	7834670	7834671	7835782	+	AT1G22190	1111	PBE
PIF4	227	Chr1	7897678	7897679	7897590	-	AT1G22360	87	G&PBE
PIF4	229	Chr1	7990177	7990178	7989216	-	AT1G22600	960	PBE
PIF4	229	Chr1	7990177	7990178	7994291	+	AT1G22610	4113	PBE
PIF4	230	Chr1	7991125	7991126	7989216	-	AT1G22600	1908	G
PIF4	230	Chr1	7991125	7991126	7994291	+	AT1G22610	3165	G
PIF4	234	Chr1	8153827	8153828	8153529	-	AT1G23020	297	G
PIF4	234	Chr1	8153827	8153828	8156646	+	AT1G23030	2818	G
PIF4	238	Chr1	8192005	8192006	8189063	-	AT1G23090	2941	PBE
PIF4	238	Chr1	8192005	8192006	8195776	+	AT1G23100	3770	PBE
PIF4	242	Chr1	8385045	8385046	8381964	-	AT1G23700	3080	G&PBE
PIF4	242	Chr1	8385045	8385046	8385251	+	AT1G23710	205	G&PBE
PIF4	243	Chr1	8430079	8430080	8429497	-	AT1G23860	581	G
PIF4	243	Chr1	8430079	8430080	8432179	+	AT1G23870	2099	G
PIF4	247	Chr1	8719463	8719464	8715308	-	AT1G24590	4154	G
PIF4	247	Chr1	8719463	8719464	8720309	+	AT1G24600	845	G
PIF4	248	Chr1	8727223	8727224	8727211	-	AT1G24625	11	PBE
PIF4	248	Chr1	8727223	8727224	8729280	+	AT1G24640	2056	PBE
PIF4	251	Chr1	8842401	8842402	8842316	-	AT1G25230	84	PBE
PIF4	251	Chr1	8842401	8842402	8845231	+	AT1G25240	2829	PBE
PIF4	252	Chr1	8847194	8847195	8849549	+	AT1G25250	2354	PBE
PIF4	254	Chr1	8860604	8860605	8860671	+	AT1G25275	66	G
PIF4	257	Chr1	8962032	8962033	8960847	-	AT1G25510	1184	G
PIF4	257	Chr1	8962032	8962033	8962125	+	AT1G25520	92	G
PIF4	259	Chr1	8983780	8983781	8983040	-	AT1G25560	739	PBE
PIF4	263	Chr1	9094516	9094517	9092456	-	AT1G26270	2059	G
PIF4	264	Chr1	9095226	9095227	9092456	-	AT1G26270	2769	PBE
PIF4	268	Chr1	9275380	9275381	9275311	-	AT1G26790	68	PBE
PIF4	268	Chr1	9275380	9275381	9276381	+	AT1G26795	1000	PBE
PIF4	271	Chr1	9326552	9326553	9327156	+	AT1G26916	603	PBE
PIF4	278	Chr1	9459297	9459298	9458025	-	AT1G27210	1271	G
PIF4	279	Chr1	9461881	9461882	9460186	-	AT1G27213	1694	PBE
PIF4	279	Chr1	9461881	9461882	9463806	+	AT1G27220	1924	PBE
PIF4	281	Chr1	9753972	9753973	9753951	-	AT1G27990	20	G
PIF4	282	Chr1	9787620	9787621	9789826	+	AT1G28080	2205	PBE
PIF4	285	Chr1	9879327	9879328	9879266	-	AT1G28260	60	PBE
PIF4	285	Chr1	9879327	9879328	9883038	+	AT1G28270	3710	PBE
PIF4	288	Chr1	9917936	9917937	9913836	-	AT1G28310	4099	PBE
PIF4	289	Chr1	9936224	9936225	9935270	-	AT1G28330	953	G
PIF4	289	Chr1	9936224	9936225	9937001	+	AT1G28335	776	G
PIF4	290	Chr1	9950098	9950099	9951848	+	AT1G28360	1749	G
PIF4	292	Chr1	10014219	10014220	10014072	-	AT1G28480	146	PBE
PIF4	292	Chr1	10014219	10014220	10015919	+	AT1G28490	1699	PBE
PIF4	298	Chr1	10243121	10243122	10244966	+	AT1G29290	1844	PBE
PIF4	308	Chr1	10691841	10691842	10690837	-	AT1G30330	1003	G
PIF4	309	Chr1	10693186	10693187	10690837	-	AT1G30330	2348	G&PBE
PIF4	309	Chr1	10693186	10693187	10696999	+	AT1G30340	3812	G&PBE
PIF4	310	Chr1	10695773	10695774	10690837	-	AT1G30330	4935	PBE
PIF4	310	Chr1	10695773	10695774	10696999	+	AT1G30340	1225	PBE
PIF4	311	Chr1	10757839	10757840	10759475	+	AT1G30440	1635	G&PBE
PIF4	312	Chr1	10802270	10802271	10800960	-	AT1G30490	1309	PBE
PIF4	313	Chr1	10827234	10827235	10828933	+	AT1G30570	1698	PBE
PIF4	315	Chr1	10887418	10887419	10887607	+	AT1G30690	188	G
PIF4	320	Chr1	10959918	10959919	10960941	+	AT1G30825	1022	PBE
PIF4	324	Chr1	11067752	11067753	11067200	-	AT1G31030	551	G&PBE
PIF4	326	Chr1	11131226	11131227	11133410	+	AT1G31170	2183	PBE
PIF4	332	Chr1	11444881	11444882	11443043	-	AT1G31875	1837	PBE
PIF4	332	Chr1	11444881	11444882	11445490	+	AT1G31880	608	PBE
PIF4	333	Chr1	11532092	11532093	11532533	+	AT1G32060	440	G
PIF4	340	Chr1	11765774	11765775	11762606	-	AT1G32530	3167	PBE
PIF4	340	Chr1	11765774	11765775	11767504	+	AT1G32540	1729	PBE
PIF4	345	Chr1	11832982	11832983	11833113	+	AT1G32710	130	G&PBE
PIF4	347	Chr1	11978744	11978745	11978520	-	AT1G33060	223	G
PIF4	347	Chr1	11978744	11978745	11982889	+	AT1G33070	4144	G
PIF4	349	Chr1	12026721	12026722	12027084	+	AT1G33170	362	G
PIF4	351	Chr1	12054906	12054907	12054545	-	AT1G33240	360	G&PBE
PIF4	354	Chr1	12138676	12138677	12139228	+	AT1G33450	551	G
PIF4	367	Chr1	13533309	13533310	13533411	+	AT1G36160	101	G
PIF4	373	Chr1	16205577	16205578	16208691	+	AT1G43070	3113	PBE
PIF4	379	Chr1	16935314	16935315	16939797	+	AT1G44835	4482	PBE
PIF4	380	Chr1	17062560	17062561	17065252	+	AT1G45130	2691	PBE
PIF4	388	Chr1	17464430	17464431	17466751	+	AT1G47560	2320	G
PIF4	389	Chr1	17632040	17632041	17630269	-	AT1G47860	1770	PBE
PIF4	389	Chr1	17632040	17632041	17634757	+	AT1G47870	2716	PBE
PIF4	393	Chr1	17861786	17861787	17863837	+	AT1G48330	2050	PBE
PIF4	394	Chr1	17863674	17863675	17863837	+	AT1G48330	162	G
PIF4	396	Chr1	17934743	17934744	17934829	+	AT1G48510	85	PBE
PIF4	406	Chr1	18323505	18323506	18322283	-	AT1G49500	1221	G&PBE
PIF4	406	Chr1	18323505	18323506	18326870	+	AT1G49510	3364	G&PBE
PIF4	409	Chr1	18364706	18364707	18363191	-	AT1G49610	1514	G
PIF4	410	Chr1	18406415	18406416	18405680	-	AT1G49730	734	PBE
PIF4	410	Chr1	18406415	18406416	18407518	+	AT1G49740	1102	PBE
PIF4	411	Chr1	18432987	18432988	18430318	-	AT1G49780	2668	G
PIF4	413	Chr1	18627512	18627513	18626394	-	AT1G50280	1117	PBE
PIF4	416	Chr1	18690827	18690828	18690370	-	AT1G50450	456	G
PIF4	416	Chr1	18690827	18690828	18693684	+	AT1G50460	2856	G
PIF4	417	Chr1	18730441	18730442	18730408	-	AT1G50575	32	G
PIF4	417	Chr1	18730441	18730442	18730831	+	AT1G50580	389	G
PIF4	420	Chr1	18942640	18942641	18941703	-	AT1G51130	936	G&PBE
PIF4	423	Chr1	19040146	19040147	19041397	+	AT1G51355	1250	G
PIF4	430	Chr1	19432960	19432961	19430276	-	AT1G52185	2683	G
PIF4	430	Chr1	19432960	19432961	19434509	+	AT1G52190	1548	G
PIF4	433	Chr1	19578651	19578652	19575865	-	AT1G52560	2785	PBE
PIF4	434	Chr1	19673667	19673668	19673643	-	AT1G52830	23	PBE
PIF4	434	Chr1	19673667	19673668	19674540	+	AT1G52840	872	PBE
PIF4	435	Chr1	19699437	19699438	19698481	-	AT1G52890	955	G
PIF4	439	Chr1	19805194	19805195	19806419	+	AT1G53160	1224	PBE
PIF4	440	Chr1	19825612	19825613	19822251	-	AT1G53170	3360	G
PIF4	441	Chr1	19831388	19831389	19831441	+	AT1G53180	52	PBE
PIF4	443	Chr1	19957902	19957903	19956631	-	AT1G53460	1270	G
PIF4	443	Chr1	19957902	19957903	19958587	+	AT1G53470	684	G
PIF4	448	Chr1	20165616	20165617	20163747	-	AT1G54020	1868	PBE
PIF4	448	Chr1	20165616	20165617	20167629	+	AT1G54030	2012	PBE
PIF4	449	Chr1	20239727	20239728	20241226	+	AT1G54210	1498	G
PIF4	452	Chr1	20386200	20386201	20385124	-	AT1G54570	1075	PBE
PIF4	452	Chr1	20386200	20386201	20387060	+	AT1G54575	859	PBE
PIF4	456	Chr1	20523377	20523378	20525708	+	AT1G55020	2330	G
PIF4	465	Chr1	21205401	21205402	21204741	-	AT1G56590	659	G
PIF4	465	Chr1	21205401	21205402	21207537	+	AT1G56600	2135	G
PIF4	468	Chr1	21266522	21266523	21266367	-	AT1G56720	154	PBE
PIF4	468	Chr1	21266522	21266523	21268787	+	AT1G56730	2264	PBE
PIF4	471	Chr1	21601671	21601672	21601620	-	AT1G58250	50	PBE
PIF4	471	Chr1	21601671	21601672	21605752	+	AT1G58260	4080	PBE
PIF4	475	Chr1	21705184	21705185	21704254	-	AT1G58410	929	PBE
PIF4	475	Chr1	21705184	21705185	21707379	+	AT1G58420	2194	PBE
PIF4	478	Chr1	22057329	22057330	22057051	-	AT1G59910	277	G
PIF4	479	Chr1	22096607	22096608	22096576	-	AT1G60010	30	PBE
PIF4	481	Chr1	22100007	22100008	22096576	-	AT1G60010	3430	PBE
PIF4	482	Chr1	22127653	22127654	22123701	-	AT1G60050	3951	PBE
PIF4	485	Chr1	22135408	22135409	22139184	+	AT1G60060	3775	PBE
PIF4	487	Chr1	22184746	22184747	22183142	-	AT1G60150	1603	G
PIF4	488	Chr1	22198181	22198182	22196684	-	AT1G60180	1496	G
PIF4	488	Chr1	22198181	22198182	22198403	+	AT1G60190	221	G
PIF4	489	Chr1	22266090	22266091	22266037	-	AT1G60430	52	G
PIF4	491	Chr1	22319453	22319454	22316969	-	AT1G60590	2483	PBE
PIF4	496	Chr1	22795233	22795234	22794702	-	AT1G61730	530	PBE
PIF4	496	Chr1	22795233	22795234	22795618	+	AT1G61732	384	PBE
PIF4	497	Chr1	22847344	22847345	22847389	+	AT1G61840	44	PBE
PIF4	498	Chr1	22875949	22875950	22871279	-	AT1G61890	4669	PBE
PIF4	500	Chr1	22980891	22980892	22980976	+	AT1G62190	84	PBE
PIF4	501	Chr1	23015523	23015524	23013528	-	AT1G62290	1994	PBE
PIF4	503	Chr1	23126647	23126648	23128705	+	AT1G62480	2057	G
PIF4	505	Chr1	23196769	23196770	23199718	+	AT1G62660	2948	PBE
PIF4	509	Chr1	23314873	23314874	23315294	+	AT1G62950	420	G&PBE
PIF4	510	Chr1	23369394	23369395	23368409	-	AT1G63030	984	G
PIF4	510	Chr1	23369394	23369395	23371327	+	AT1G63040	1932	G
PIF4	514	Chr1	23613008	23613009	23610652	-	AT1G63670	2355	G&PBE
PIF4	514	Chr1	23613008	23613009	23614437	+	AT1G63680	1428	G&PBE
PIF4	518	Chr1	23883532	23883533	23886084	+	AT1G64355	2551	G&PBE
PIF4	520	Chr1	23894661	23894662	23892172	-	AT1G64380	2488	PBE
PIF4	522	Chr1	23899195	23899196	23900035	+	AT1G64385	839	G
PIF4	529	Chr1	24028729	24028730	24026420	-	AT1G64650	2308	G
PIF4	529	Chr1	24028729	24028730	24028918	+	AT1G64660	188	G
PIF4	530	Chr1	24034319	24034320	24033555	-	AT1G64670	763	PBE
PIF4	530	Chr1	24034319	24034320	24036021	+	AT1G64680	1701	PBE
PIF4	533	Chr1	24139409	24139410	24139275	-	AT1G64980	133	G&PBE
PIF4	542	Chr1	24631393	24631394	24628834	-	AT1G66145	2558	PBE
PIF4	542	Chr1	24631393	24631394	24631409	+	AT1G66150	15	PBE
PIF4	549	Chr1	24955616	24955617	24957558	+	AT1G66890	1941	G
PIF4	551	Chr1	25029943	25029944	25029787	-	AT1G67050	155	PBE
PIF4	557	Chr1	25178250	25178251	25176201	-	AT1G67265	2048	PBE
